respondent_id,xyz_vaccine,seasonal_vaccine
26785,0.27109818168559047,0.793569194408579
26786,0.23417779085581428,0.4648702538056823
26787,0.047127176366474045,0.5823475213562108
26788,0.13124526731738553,0.5363458707590918
26789,0.051996542105833765,0.028576954108485
26790,0.02075115503985164,0.25831203843730294
26791,0.014438858057558483,0.0897415137660864
26792,0.39192128281616423,0.9387899426670253
26793,0.052097862699443734,0.8302725137095591
26794,0.8169182559946705,0.9534307376246551
26795,0.7136269428372419,0.9391101495638583
26796,0.01846009440172848,0.17931698977742738
26797,0.8330412971629896,0.9191180624627203
26798,0.02315484852418891,0.03411623136616917
26799,0.24296587223144356,0.4740452741169475
26800,0.17093757779846097,0.9437072510245931
26801,0.11289832752209146,0.3755709472030263
26802,0.01262498990973712,0.0797176529614821
26803,0.051992078655730724,0.1361135480336329
26804,0.01979275458862224,0.01802759225140647
26805,0.017625854928168677,0.12884359964221137
26806,0.12314509525246244,0.89211311925111
26807,0.7220924304937854,0.9877352785242645
26808,0.32391769348907273,0.7617466457707249
26809,0.7165050364826385,0.40373783494439314
26810,0.0795240987332691,0.035057212069005715
26811,0.024105082693144896,0.18107942747762326
26812,0.12105826906151677,0.5271939188650134
26813,0.17161671125540912,0.6510976352850995
26814,0.012842341249501833,0.4067838378749166
26815,0.003319781091336638,0.005323720937138548
26816,0.1655301665734502,0.09889137182366946
26817,0.07728940836499175,0.7663065471713276
26818,0.34538621245767176,0.4385922142179527
26819,0.869964199984692,0.8308914834288162
26820,0.03810748332633078,0.31430679828683794
26821,0.03400595105656298,0.16155400597307884
26822,0.0456252929947962,0.47580580398733185
26823,0.5269492080386938,0.8506378736944369
26824,0.026812805385119997,0.6852381220968964
26825,0.17549130091205595,0.737908114385117
26826,0.11700850341752314,0.8901671995560213
26827,0.017501256837176907,0.02712615153524515
26828,0.2867006970033621,0.912391773698336
26829,0.9297264953572688,0.9926240965715202
26830,0.017086743594293383,0.4787188236828815
26831,0.6189287565360009,0.9325498933452314
26832,0.2226524992395206,0.18080549491899786
26833,0.00238808543340104,0.02364060241552754
26834,0.15859132813381774,0.818286548147914
26835,0.3947085805355354,0.9506898264947317
26836,0.4619971102625059,0.8687639653950945
26837,0.02416643517568399,0.15256977023545296
26838,0.05734132025272019,0.6747948819436113
26839,0.4164257376350919,0.7985868620777202
26840,0.03242032784810416,0.010302445232765037
26841,0.2649591900310241,0.8945105400676712
26842,0.05232540897027777,0.1661497671570702
26843,0.00872892156231986,0.011458009282363757
26844,0.009304901399183737,0.03892804042081914
26845,0.08211389957514424,0.7661933452026427
26846,0.017304272883913886,0.5578531574300425
26847,0.13738999893751333,0.11452091184989091
26848,0.12177192943581741,0.8287006473137211
26849,0.5679908524668744,0.9596400061940377
26850,0.9795837400538139,0.9887615548106035
26851,0.06552127903702923,0.0833809351374951
26852,0.002126899592154846,0.008203406979999084
26853,0.7963083970901379,0.8139549068997174
26854,0.02638230807905782,0.03929054869567831
26855,0.7843700505526474,0.9807561957391373
26856,0.09583079095089331,0.22261194767004233
26857,0.09169816539118299,0.12783379066422992
26858,0.7325462489985127,0.6735884703256457
26859,0.005911723647042301,0.014463811409449655
26860,0.22016966695300258,0.5226210348023291
26861,0.025124851861285255,0.3850438773115111
26862,0.008548657725290162,0.019208591799661185
26863,0.18933372794346015,0.6492965563585711
26864,0.23745703647195018,0.8807678291365766
26865,0.03020700521051308,0.07687238659681822
26866,0.49260829040654497,0.9549394737972364
26867,0.2446089327858152,0.5481990065580863
26868,0.8456599633262438,0.9760005381152328
26869,0.052431054295527184,0.4581501503923026
26870,0.6094601454586068,0.8989541167408811
26871,0.0017924513820673253,0.002061940967893736
26872,0.007772743864094169,0.007983876748981579
26873,0.6087135685228973,0.9845862717203272
26874,0.04241782977817613,0.2743771135904427
26875,0.9604965352148718,0.9973919972200966
26876,0.04915219752787142,0.15225894827620406
26877,0.007000834975418495,0.0014049140037902352
26878,0.03706656228544828,0.04889493809263051
26879,0.006647428190736918,0.06292060770743264
26880,0.06667103733447928,0.4443257271237967
26881,0.00605053543751303,0.09178045296676945
26882,0.0046131182749450305,0.01217908580331828
26883,0.054390974251735356,0.4442849768312027
26884,0.08350583567202222,0.2419449012355021
26885,0.12398486120068124,0.8285077980969011
26886,0.08128197124239651,0.8453073108358652
26887,0.7319606948026697,0.9769170102138777
26888,0.9431257407495508,0.9751500408607179
26889,0.20058629460129748,0.3652965165509275
26890,0.004889367788216031,0.014069869439877187
26891,0.3433105972007526,0.5112421032263332
26892,0.3286747428289101,0.9057510216908338
26893,0.007645522798450948,0.003986838871560312
26894,0.25155763980693646,0.051284714797791155
26895,0.04179903761697622,0.7390774881785036
26896,0.0056793003649876226,0.03392202125202145
26897,0.032693188306124124,0.680773511578007
26898,0.7008034102250031,0.5501850988822625
26899,0.003094046378185064,0.0050866205746682575
26900,0.004977951996252291,0.0077588742887161
26901,0.007433487846345066,0.03334560134431903
26902,0.3174845783278653,0.9756562288032248
26903,0.26874737015062117,0.07106453804277012
26904,0.0242514716431066,0.4492294673119928
26905,0.4219844272611905,0.9242971253930241
26906,0.01824569747952762,0.3937581720687903
26907,0.005507505060086202,0.09097679449542367
26908,0.10294740447644386,0.838449057917733
26909,0.5564621055627765,0.8261644262437837
26910,0.0647338092263285,0.2142253866026095
26911,0.010519266587452171,0.003150637449603461
26912,0.48463724864023483,0.8711691200942516
26913,0.9755707584452205,0.9757833209400179
26914,0.027258451804070122,0.030854045249418892
26915,0.5257294101947911,0.9407632744276945
26916,0.03549790292223785,0.4220565846970298
26917,0.02343258036427425,0.013708497443890329
26918,0.9233558634205583,0.9758206244744924
26919,0.44342889969046584,0.8771812747785088
26920,0.010835573719901074,0.03656530633338842
26921,0.029641273132164615,0.7215446680992683
26922,0.11159782917262222,0.7467910769383116
26923,0.04489750922025379,0.5708579045429254
26924,0.9625855458743683,0.974274103070562
26925,0.013826503183433737,0.04388083840664696
26926,0.5812042786125261,0.7416218756741874
26927,0.9710586352757693,0.9895595153859008
26928,0.07666650956557619,0.5232279256038588
26929,0.030858354627869136,0.20036762552756507
26930,0.9379791291886315,0.9808656747399203
26931,0.007156929535699871,0.0564744496822778
26932,0.15436445553193387,0.9135543051363774
26933,0.10034619599459478,0.44604162004255526
26934,0.874514259427368,0.9612992262147306
26935,0.2383668998607754,0.13939217393949752
26936,0.48852562624831214,0.2452524269036145
26937,0.06707514498356844,0.7407902725135559
26938,0.012231735135093418,0.04608830498917205
26939,0.0923944665526291,0.2041385531041494
26940,0.4494948860960072,0.5189951582657125
26941,0.04501216546345343,0.5728421207372983
26942,0.478354004422777,0.9504636915671516
26943,0.5525144147404546,0.25160815568056727
26944,0.025948596601064626,0.28104234693533714
26945,0.05944057596860366,0.7611154379945242
26946,0.1856950561757427,0.6805592737749304
26947,0.04557457304345036,0.5488723526236166
26948,0.02325621748383352,0.010255454410996963
26949,0.014104029031850885,0.07182204194000294
26950,0.057199954251391356,0.4871979572053603
26951,0.014799991779319987,0.39575842231899167
26952,0.9139701465196506,0.9847493552097529
26953,0.6548020326737541,0.9873939010747128
26954,0.012287566728032568,0.046489304942762696
26955,0.0313850980133199,0.5704871385599054
26956,0.032713506470100684,0.167024933037279
26957,0.06690840877975124,0.8967191625199256
26958,0.8756813209262515,0.9108790586998275
26959,0.21591660914810398,0.3738750747172037
26960,0.008355843555503605,0.06467004481662818
26961,0.0548504670019651,0.7382906788037039
26962,0.18076423269572728,0.9197991278893708
26963,0.04184763951467731,0.14886618250667402
26964,0.06234757148013672,0.04073156575507395
26965,0.8523851834270438,0.9934707159630238
26966,0.009309963723305725,0.05269476673668749
26967,0.03134902893238317,0.43200477471195453
26968,0.04921369090579944,0.7367142501904064
26969,0.04471674019571426,0.45070086921563346
26970,0.7969773050504034,0.9396838000342318
26971,0.01629593217336681,0.023065532776653484
26972,0.018210970049371673,0.003010095448292492
26973,0.009521347788043857,0.056642621291737145
26974,0.03458535591204778,0.4787119988006552
26975,0.046345656461102974,0.6476307643286614
26976,0.9709371452751309,0.9644626640261381
26977,0.034199232874481594,0.5500611170797511
26978,0.026838187172579756,0.2980006445653579
26979,0.32977652782085376,0.271700306215562
26980,0.02373024813323384,0.20957763676300745
26981,0.08175643047156582,0.33065323439581146
26982,0.5364099793865885,0.9301929606763734
26983,0.050378967933181286,0.6774791051786446
26984,0.04725982218213351,0.14923932931937248
26985,0.009562231508542069,0.027270780811808774
26986,0.20598241271120662,0.7231844493241448
26987,0.12347614188713073,0.3385242740063585
26988,0.0018471637325260999,0.008452270830267845
26989,0.2665507083600318,0.3941169614982928
26990,0.009912397940951395,0.2650708861294916
26991,0.4158025303139037,0.7149036744810533
26992,0.17920761070365404,0.7710065019553638
26993,0.1431686105531469,0.8775598148742821
26994,0.2157781788937925,0.517113483151565
26995,0.8594246035815742,0.9448951989779358
26996,0.31337776474591783,0.3079004166934576
26997,0.015144589136873672,0.09841217701414287
26998,0.014502746769731836,0.05905778095593678
26999,0.3052695191963022,0.8250380141712507
27000,0.036730609679144835,0.40820721679841676
27001,0.07460668173855046,0.8419937476819237
27002,0.002379679297901999,0.0063106006880817795
27003,0.012422041841716698,0.16375794522348955
27004,0.037723835517268656,0.16928961286251126
27005,0.9622656282026815,0.9571278931419892
27006,0.9629311702869575,0.9949390536117522
27007,0.04572115757611644,0.031470287218746625
27008,0.17645809007545926,0.12136981385347803
27009,0.042807732708996224,0.3899323612495525
27010,0.01896196299634642,0.03046428810674843
27011,0.0012173030836725382,0.0013566936818405137
27012,0.8872367106468054,0.9337975664940473
27013,0.04855624141994818,0.5398056570955955
27014,0.01631823732266505,0.01223629960217844
27015,0.035432761569525996,0.11257744752724866
27016,0.012719177815211648,0.26297196851252364
27017,0.23561260762489572,0.7886819778885784
27018,0.031425160102026804,0.3620616884248729
27019,0.9520044726275223,0.9964818048510762
27020,0.057491545648772915,0.20807114546041908
27021,0.664859819470032,0.8798368562202443
27022,0.009840652729428523,0.02295810020969103
27023,0.30233084937379184,0.18494333162123486
27024,0.01326828901981147,0.06062256452676487
27025,0.036227649824597634,0.03625706732850857
27026,0.013778319750187716,0.08367920652625453
27027,0.027849864128182588,0.6200174904848832
27028,0.20113729405237427,0.918715802424029
27029,0.4786740679335222,0.6725386778274204
27030,0.5904673482088185,0.6743920283520932
27031,0.40635501867443613,0.8985403095927457
27032,0.053007781542967335,0.05103617375398136
27033,0.12105900991666624,0.7930571842756862
27034,0.052194439717212944,0.40435423324824776
27035,0.4656696863640029,0.8327536625745842
27036,0.030710041180751296,0.47331582857695764
27037,0.9854122397365518,0.951120438080555
27038,0.009780125986230296,0.014450844492091493
27039,0.6965237287714345,0.9774302561918052
27040,0.2988785383446676,0.05871343206417723
27041,0.013095512002576061,0.36242699584768845
27042,0.08847021022227494,0.8165682995284275
27043,0.291189730817624,0.8653809705478049
27044,0.019394737601885693,0.0485348419755535
27045,0.11034661720612442,0.54601047738357
27046,0.0073426452852483745,0.02244461324325974
27047,0.6704536769871022,0.885693887701563
27048,0.11799735011629492,0.4916268837980211
27049,0.41103015418035216,0.9439300592274107
27050,0.022580808408911357,0.6868986226338649
27051,0.02782552562905501,0.3275689014280812
27052,0.05230689272636492,0.21882114978915995
27053,0.8937297762324947,0.9965201283222392
27054,0.006365983025865186,0.051020100425386475
27055,0.11505906608140383,0.2533879836052793
27056,0.03369537081162424,0.040097823652088624
27057,0.0016941836483888827,0.0014084072403093538
27058,0.44207985021150625,0.8307665734280327
27059,0.02240321796192616,0.3696397242426616
27060,0.010370228765554459,0.329048236276555
27061,0.220343021526198,0.454778578215686
27062,0.16549494442025883,0.23197908427754094
27063,0.16007619507383902,0.6168992688858925
27064,0.11927364326294396,0.07896102200205726
27065,0.02585253729683938,0.1201028181335929
27066,0.038052995429619096,0.5053543005684946
27067,0.4903502344414244,0.9216145943088225
27068,0.9234453147520923,0.9873419486958797
27069,0.29904458398348405,0.9690601605923703
27070,0.004462016387961197,0.0024289218872762665
27071,0.012284124094266812,0.03464706549645634
27072,0.20257624820950035,0.48514840211932625
27073,0.03588467725617496,0.703996669215576
27074,0.02306845814312365,0.010834086777715156
27075,0.9216237644809963,0.9900300535023867
27076,0.9868888576402969,0.9843039522412053
27077,0.010133242655277284,0.07053341753949222
27078,0.12838464922054485,0.711269095803123
27079,0.5370235817644377,0.9625749685787949
27080,0.014586161256062427,0.2606731555304394
27081,0.08846247135595996,0.6756364647094367
27082,0.7113237416159687,0.8277769123856887
27083,0.05705145770830082,0.22902163502429826
27084,0.7177765804815198,0.939649212898319
27085,0.003260696218278213,0.0038229484405073455
27086,0.058174216163569256,0.2314073364894601
27087,0.13934681704583207,0.49208695848469886
27088,0.34322589255441344,0.95688796023414
27089,0.6139810544961339,0.7750292977763027
27090,0.0542542540061905,0.5252654912418112
27091,0.9253301918298396,0.8423718806756784
27092,0.1890479081207103,0.43480552279920753
27093,0.07727458251585155,0.049810500852773894
27094,0.0071081615623949925,0.11876742847480078
27095,0.03661884564465707,0.6697774460318195
27096,0.025414765721564436,0.010715746988454754
27097,0.9347516353584171,0.9655380456391334
27098,0.822721710240823,0.9721437391282929
27099,0.037875892614282876,0.6021677585097728
27100,0.10359588499077764,0.6980519923558776
27101,0.06037717414585428,0.59039165543218
27102,0.07128532215635904,0.763452961107984
27103,0.0022347856769734087,0.007401528358959082
27104,0.506858224237614,0.8963110000126729
27105,0.1530474107610899,0.6538471120855077
27106,0.43166312779119104,0.9011284645968156
27107,0.43454312161926256,0.8061992098303958
27108,0.06750575977859369,0.47846216727151847
27109,0.006131483326539657,0.01304764385673328
27110,0.0052249562179633455,0.01844994749777784
27111,0.015452125689928552,0.282794846678924
27112,0.4915919374255732,0.8234028536669952
27113,0.003364265377612116,0.018127066110722543
27114,0.044925106411321664,0.2854455299345503
27115,0.9914718342167326,0.9965879867143976
27116,0.1375870929305922,0.8737571554521533
27117,0.1363008314816987,0.1543843004590135
27118,0.04546111792601094,0.6439973352962209
27119,0.011094725934550694,0.1609514922712192
27120,0.875336033104575,0.9890010934454192
27121,0.01770569933485114,0.58530942635158
27122,0.03365981306241626,0.4090156158510107
27123,0.13935068884603527,0.060081723953876724
27124,0.006213231554500008,0.004683795805132627
27125,0.0020190693191362383,0.0024060951980576636
27126,0.2220368385026383,0.23097077533622878
27127,0.020787791493013394,0.02048956643885892
27128,0.4367661103856899,0.8424789191307311
27129,0.8861473615027762,0.9082001942449698
27130,0.03609314741075301,0.18723511305539176
27131,0.3043604831042247,0.36714791870462526
27132,0.7597715269931421,0.9897843297606808
27133,0.03125064333228638,0.6243943503729874
27134,0.9606813570967919,0.9717851095192064
27135,0.39466932649572095,0.29602450686550275
27136,0.01741335242709521,0.5121594039896777
27137,0.014983412026140903,0.09449936285339308
27138,0.5823194678335522,0.9293632264991197
27139,0.018185477726594523,0.006394894229903627
27140,0.9519568738313071,0.9561700224304097
27141,0.6902277086032375,0.7152661746372346
27142,0.022398367360897207,0.19760856976447067
27143,0.09568978528325461,0.3639365970624391
27144,0.015108948595225179,0.07186738658272848
27145,0.6683838631626992,0.7962801485771525
27146,0.23527207375191275,0.9693725979962647
27147,0.017800172819148422,0.029251292292209345
27148,0.20995622945610434,0.03381470831927603
27149,0.04660113698858085,0.39107062816685384
27150,0.9322186452506035,0.9356149039131635
27151,0.06021101818783669,0.45617758421863136
27152,0.12757666648943547,0.45414500565462534
27153,0.2679195016247556,0.8965029151469913
27154,0.7972222308721069,0.9885333105088687
27155,0.11191391215697062,0.7659682730171279
27156,0.011341003681390795,0.43550492146163555
27157,0.07101567944191677,0.5549708102995918
27158,0.017240739512931237,0.35270602621941255
27159,0.032166564263476104,0.20965404752100025
27160,0.17199600237121543,0.5089426425641306
27161,0.8766533359389729,0.9510249865208557
27162,0.8997529789386483,0.9930745966474754
27163,0.8210711725396566,0.37876245019646065
27164,0.14264525088130345,0.3031131230777833
27165,0.8783375437797164,0.9492855646338002
27166,0.16483623665215497,0.20048246562829003
27167,0.7934637072065389,0.8710418165563322
27168,0.4952847747994021,0.8322537716854551
27169,0.21498356195241405,0.8416916553034083
27170,0.3442856299099071,0.8814890383795337
27171,0.013988868372004845,0.15310156677856412
27172,0.032806280213829433,0.6490942134250872
27173,0.21030247871368837,0.8172477707504703
27174,0.03265323594077057,0.007531672412436091
27175,0.022238941448436175,0.012983769244500893
27176,0.2998977041884203,0.9653443355123423
27177,0.7754841691167451,0.9560201040825084
27178,0.027649752230066257,0.41552045363066986
27179,0.36513008476655245,0.8250191658477627
27180,0.7208118226702751,0.8272050081808963
27181,0.021909792498565436,0.6651445635144219
27182,0.5625480781550114,0.7978838431753832
27183,0.0216550637098926,0.5395968218783515
27184,0.020810046874598125,0.19277442704734268
27185,0.8733978853135067,0.7815766902153999
27186,0.15282424052195215,0.5725296075361586
27187,0.07178470096533607,0.1330485173089095
27188,0.05802204589580463,0.058347790443295605
27189,0.2561614690422194,0.58994717481612
27190,0.9502027229896628,0.9136488777758246
27191,0.40034083103543966,0.9271499810204469
27192,0.9330727468161234,0.9785715595933525
27193,0.0013530233474450693,0.01072691030921489
27194,0.05549529566123676,0.17064773924320295
27195,0.01129368779769898,0.019200450056478132
27196,0.3229762571132467,0.14391674932633958
27197,0.15259303596976562,0.27940348161572615
27198,0.9766259814657947,0.9989421952586978
27199,0.015877044441536037,0.33906135468777815
27200,0.17773755036618424,0.49294398371560205
27201,0.9419945180856777,0.942420631435645
27202,0.017821595336556657,0.009849299731902579
27203,0.04271868823780635,0.3815497071899477
27204,0.0025109014662025777,0.004831648953606008
27205,0.038812604147790565,0.42429809641980915
27206,0.6077009121763767,0.44353855167683204
27207,0.03473674378911435,0.13052720046289124
27208,0.5698899890471111,0.9580361487273602
27209,0.045881451565489687,0.287354883616698
27210,0.02620360820973822,0.2830491191581548
27211,0.00595559642777116,0.014233791913974229
27212,0.5804071228206236,0.976894285940009
27213,0.6975677916990508,0.8008303119797474
27214,0.006899671918175318,0.06522924356037217
27215,0.26716690791631853,0.8789707242935015
27216,0.016729286212906938,0.18803158377838022
27217,0.01953123723426186,0.06393194321668129
27218,0.9553791943029856,0.9954024160669529
27219,0.8090028777137964,0.9098069525789633
27220,0.4411510016029761,0.5478197377366404
27221,0.02646056290189309,0.39089563799050636
27222,0.7446610938943471,0.849416434686335
27223,0.13381038086459368,0.6677892184070148
27224,0.19854102167499013,0.8098967321842575
27225,0.05027891018270614,0.18299503594252384
27226,0.011714683236145256,0.010819873313829406
27227,0.21465366936623087,0.49215801542937737
27228,0.3727625731171055,0.9356952618807924
27229,0.9812148291593108,0.9917290346219849
27230,0.1707790299555114,0.9641279207986969
27231,0.7737374882296664,0.9493007780947117
27232,0.07536758971039476,0.22260972099885012
27233,0.5195407745067689,0.38369766203689026
27234,0.07174114578301022,0.20205254716381715
27235,0.9212495937501782,0.9877285937235287
27236,0.03872916519392504,0.5605915636097426
27237,0.8785252904132264,0.8809973428726745
27238,0.040946340307283925,0.6521480517020131
27239,0.10925035140191895,0.34715420809138386
27240,0.19276656988152624,0.8344171958244102
27241,0.043780857893763764,0.31434701581138724
27242,0.5420585413364375,0.7991982399052314
27243,0.030368706952228458,0.13043096759561132
27244,0.00616247193937394,0.011941014728144149
27245,0.31750942221613454,0.5165167955144769
27246,0.9698337909641119,0.9944255025640308
27247,0.16402551517497505,0.9200485452095616
27248,0.11928448372301975,0.10997038635288846
27249,0.11080555592677706,0.7065733196579613
27250,0.04140806026723313,0.41065525220046245
27251,0.04088057802907135,0.62949870112049
27252,0.875516237759575,0.9659145655829972
27253,0.04985929983552307,0.8506819443986424
27254,0.9911796759810949,0.9969389748122857
27255,0.1379808830287205,0.3053954567206975
27256,0.7560980182488878,0.9918270035808584
27257,0.28626817722501124,0.8002330389514862
27258,0.1255783200199781,0.7713338890626948
27259,0.8554656489575884,0.9151525984449613
27260,0.7505631891611154,0.897846075266888
27261,0.06227524923921305,0.7093876843173792
27262,0.3681684407259039,0.8739758206711892
27263,0.14695561213975175,0.01855317601784476
27264,0.04167090068992272,0.23773443596213917
27265,0.010724479314772663,0.01924586765759703
27266,0.09998033843772304,0.3548636525316813
27267,0.6163688368226597,0.85247632885925
27268,0.24786119445978977,0.2589726599451324
27269,0.7421564921413859,0.8605849074109064
27270,0.011716618864549045,0.07676095477503658
27271,0.002872088398731117,0.015937346099286594
27272,0.08292420534998976,0.30809908069231867
27273,0.010836655390279,0.007817624754735504
27274,0.3917398916152528,0.9149128322976728
27275,0.35692531902474767,0.31798143182600047
27276,0.00926659431365114,0.03136738609064468
27277,0.02993620113448537,0.7106062251989714
27278,0.2943340095564652,0.8295499972428564
27279,0.015498695398400717,0.3472008285876264
27280,0.2768467014640783,0.6930833365041718
27281,0.051876227742663046,0.362011283339297
27282,0.16106925641405298,0.924951496774873
27283,0.002011934367242761,0.004998863393684139
27284,0.23215934123110324,0.41029505007302064
27285,0.016595668581563507,0.4208450651851348
27286,0.04300128532036534,0.5234882259011316
27287,0.082415216234829,0.7215251624851752
27288,0.6895828023072874,0.954765239468833
27289,0.5384565293903927,0.8015336625034707
27290,0.02049707092447311,0.063033073992609
27291,0.8506708557811437,0.767595142747
27292,0.044753358021166305,0.6591214467541847
27293,0.14192449187284464,0.9398707485019997
27294,0.012208632937751662,0.018210389070277576
27295,0.5364771233577039,0.9731236404609915
27296,0.1322548502381371,0.8402196181626768
27297,0.14565119403920276,0.6837483468068991
27298,0.09434384456713706,0.31663722244276155
27299,0.08138250778269177,0.7574934772934558
27300,0.7422750190014744,0.9918877471695596
27301,0.002946131113131242,0.004716637201692013
27302,0.00999658407744767,0.06119962780611891
27303,0.05576537605390821,0.20860002862490493
27304,0.06740891175708674,0.7769624968522717
27305,0.09741347369007733,0.05918057269807648
27306,0.07466756420520229,0.7101353290953922
27307,0.8038612114423981,0.7979837324126335
27308,0.11627313313441079,0.04814098616611711
27309,0.7015984843708478,0.9910996863999794
27310,0.01738471277863928,0.31564749188826985
27311,0.1661975861526415,0.02953460939573543
27312,0.1384796247232948,0.7490393805259766
27313,0.007362772156052873,0.0030643555399309775
27314,0.005070797407688266,0.008779239864153276
27315,0.01861894082051552,0.049976910402379955
27316,0.1186727138181385,0.8492262640594964
27317,0.19276910514895054,0.43237785835686454
27318,0.03387804667608322,0.25085668412521744
27319,0.45786674870958405,0.9343879015451613
27320,0.9438629436729606,0.8367619504299049
27321,0.021125324477184924,0.5480018822357225
27322,0.5954478129975395,0.1937962833755241
27323,0.1035967841938587,0.6352466335358338
27324,0.10110635059669057,0.07135805590564225
27325,0.6720444220736752,0.987123270075273
27326,0.058943213183694776,0.22254836800456843
27327,0.0336952003138564,0.44333720916087466
27328,0.08764032813780577,0.5420395905363766
27329,0.05280080828572495,0.12370999286000882
27330,0.03017869858115583,0.6824996257862299
27331,0.01471854972033935,0.013620505016033695
27332,0.3159890826779799,0.9665942729115279
27333,0.2298193806919432,0.9085855904401998
27334,0.00432474751643794,0.001941728162917283
27335,0.22812277795944838,0.3160240098248975
27336,0.08167044416311994,0.13919623265998982
27337,0.08023598523954222,0.04106175646376796
27338,0.744479352225756,0.7523301061842008
27339,0.817219755052574,0.8795395477783962
27340,0.009866334381930523,0.3234459356085534
27341,0.22804033925139142,0.8965871229692486
27342,0.11787218652560327,0.5184146289240629
27343,0.0008524531330744974,0.001481465004469732
27344,0.03315829364837889,0.508073110815838
27345,0.3389643939088678,0.5204894903661755
27346,0.905786131509391,0.9964198470073022
27347,0.4420422157205491,0.7848442437400885
27348,0.16413858091638783,0.6648301988507692
27349,0.013790490353905095,0.1286676239044363
27350,0.09434484462501379,0.9043339811265072
27351,0.9866011359702668,0.9938450173609867
27352,0.47780311260133607,0.41359607850256425
27353,0.00463649379856891,0.06346050601715494
27354,0.06471903052842969,0.5679613047826065
27355,0.11505749398636195,0.543483492217038
27356,0.0166846719072406,0.10970190317490584
27357,0.021922809257071685,0.4041856881675203
27358,0.12018163064540217,0.8779673802211977
27359,0.14429794174304728,0.8183446699589082
27360,0.008950306904756513,0.04567063223896872
27361,0.05837441457211478,0.9151026191473065
27362,0.04484857937188017,0.5457472289889023
27363,0.1096376345705172,0.41335713636026594
27364,0.03456218200561762,0.6250078710731005
27365,0.2714977895096212,0.9337755735098934
27366,0.4248053876392053,0.34185932024201726
27367,0.611979834632138,0.8712799486835904
27368,0.05578284488439191,0.11497848162573977
27369,0.004020893495361992,0.003967338991584493
27370,0.1287169258267857,0.8716795808988546
27371,0.3946731266313433,0.42360613668786223
27372,0.027061841922001527,0.03027375867979053
